id;socle;partie;titres;chapitres;numero_article_isole;texte_integral;texte_simplifie;affichage_article;mots_cles
34;SOCLE COMMUN;PARTIE III DIALOGUE SOCIAL ET RELATIONSCOLLECTIVES DU TRAVAIL AU NIVEAU DE LA BRANCHE;---;CHAPITRE II Commissions paritaires;19-2;"Article 19-2 Fonctionnement de la CPPNI Article 19-2-1 Composition
La CPPNI est composée d'un collège "" salarié "" et d'un collège "" employeur "".
La CPPNI se compose d'un nombre égal de représentants des organisations syndicales et professionnelles représentatives dans le champ d'application de la présente convention collective.
La CPPNI dans ses missions d'intérêt général et de négociation est composée :  Pour le collège "" salarié "" :
de trois (3) représentants désignés par chaque organisation syndicale de salariés représentative dans le champ d'application conventionnel de la présente convention collective.
Pour le collège "" employeur "" :
d'un nombre de représentants désignés par les organisations professionnelles d'employeurs représentatives égal au total des représentants désignés par les organisations syndicales représentatives dans le champ d'application conventionnel de la présente convention collective.
Chaque organisation professionnelle d'employeurs représentative dans la branche dispose d'un nombre de représentants équivalent. Il est précisé que dans l'hypothèse o˘ du fait du calcul, certains sièges devaient être partagés, ceux-ci sont dévolus à l'organisation professionnelle la plus représentative au sein de la branche.
La CPPNI dans sa mission d'interprétation est composée :
Pour le collège "" salarié "" :
d'un (1) représentant désigné, par chaque organisation syndicale de salariés représentative dans le champ d'application conventionnel de la présente convention collective, parmi ses représentants à la CPPNI.
Pour le collège "" employeur "" :
d'un nombre de représentants des organisations professionnelles d'employeurs représentatives dans le champ d'application conventionnel de la présente convention collective égal au total des représentants désignés par chaque organisation syndicale représentative.
Chaque organisation professionnelle d'employeurs représentative dans la branche dispose d'un nombre de représentants équivalent. Il est précisé que dans l'hypothèse o˘ du fait du calcul, certains sièges devaient être partagés, ceux-ci sont dévolus à l'organisation professionnelle la plus représentative au sein de la branche.";La CPPNI est un groupe composé de représentants des salariés (syndicats) et des employeurs. Il y a le même nombre de personnes dans chaque groupe. Ce groupe discute des règles générales de la convention collective et donne son avis quand il y a des questions sur un texte. Pour les décisions importantes, chaque syndicat et organisation d'employeurs choisit ses membres pour participer aux réunions.;Article 19-2 Fonctionnement de la CPPNI Article 19-2-1 Composition;CPPNI
35;SOCLE COMMUN;PARTIE III DIALOGUE SOCIAL ET RELATIONSCOLLECTIVES DU TRAVAIL AU NIVEAU DE LA BRANCHE;---;CHAPITRE II Commissions paritaires;19-2-2;"Article 19-2-2 Qualité pour siéger
Chaque organisation syndicale ou professionnelle reconnue représentative dans le champ d'application de la présente convention collective désigne souverainement ses représentants pour siéger au sein de la CPPNI conformément aux dispositions de l'article 16 du présent socle commun.
Le mandat des représentants des organisations devenues non représentatives prend automatiquement fin à compter de la publication de l'arrêté ministériel fixant la liste des organisations syndicales ou professionnelles reconnues représentatives dans le champ d'application conventionnel de la présente convention collective.";Pour la commission nationale (CPPNI), les membres sont désignés pour une durée précise. Ils représentent la voix des milliers de salariés et d'employeurs de France. Ils se réunissent à Paris ou en ligne. Leurs décisions sont très importantes car elles changent la vie de tous les travailleurs du secteur de l'emploi à domicile.;Article 19-2-2 Qualité pour siéger;dispositions, professionnelle, CPPNI
36;SOCLE COMMUN;PARTIE III DIALOGUE SOCIAL ET RELATIONSCOLLECTIVES DU TRAVAIL AU NIVEAU DE LA BRANCHE;---;CHAPITRE II Commissions paritaires;19-2-3;Article 19-2-3 Présidence paritaire;;Article 19-2-3 Présidence paritaire;Présidence
37;SOCLE COMMUN;PARTIE III DIALOGUE SOCIAL ET RELATIONSCOLLECTIVES DU TRAVAIL AU NIVEAU DE LA BRANCHE;---;CHAPITRE II Commissions paritaires;19-2-3-1;"Article 19-2-3-1 Nomination
Les représentants à la CPPNI nomment un Président et un Vice-président appartenant chacun à un collège différent.
Le Président et le Vice-président sont choisis par leur collège respectif parmi les représentants à la CPPNI. La présidence de la CPPNI est assurée alternativement par le collège "" employeur "" et par le collège "" salarié "" tous les deux (2) ans.";;Article 19-2-3-1 Nomination;employeur, salarié, CPPNI
38;SOCLE COMMUN;PARTIE III DIALOGUE SOCIAL ET RELATIONSCOLLECTIVES DU TRAVAIL AU NIVEAU DE LA BRANCHE;---;CHAPITRE II Commissions paritaires;19-2-3-2;"Article 19-2-3-2 Missions
La présidence assure la convocation aux réunions des représentants de la CPPNI, la préparation de l'ordre du jour et l'animation des débats. La présidence s'appuie pour ce faire sur le secrétariat de la CPPNI.";;Article 19-2-3-2 Missions;missions, CPPNI
39;SOCLE COMMUN;PARTIE III DIALOGUE SOCIAL ET RELATIONSCOLLECTIVES DU TRAVAIL AU NIVEAU DE LA BRANCHE;---;CHAPITRE II Commissions paritaires;19-2-4;"Article 19-2-4 Secrétariat
Le secrétariat de la CPPNI est assuré par l'organisation professionnelle d'employeurs la plus représentative. L'adresse email du secrétariat de la CPPNI est la suivante : secretariatbranche@ fepem.fr.
Le rôle du secrétariat consiste à effectuer les t‚ches administratives liées au bon fonctionnement et à la bonne tenue des réunions de la CPPNI. Il assure à ce titre l'interface administrative avec l'ensemble des membres de la CPPNI.";;Article 19-2-4 Secrétariat;fonctionnement, liées, professionnelle, CPPNI
40;SOCLE COMMUN;PARTIE III DIALOGUE SOCIAL ET RELATIONSCOLLECTIVES DU TRAVAIL AU NIVEAU DE LA BRANCHE;---;CHAPITRE II Commissions paritaires;19-2-5;Article 19-2-5 Organisation des réunions;;Article 19-2-5 Organisation des réunions;Réunion, CPPNI
41;SOCLE COMMUN;PARTIE III DIALOGUE SOCIAL ET RELATIONSCOLLECTIVES DU TRAVAIL AU NIVEAU DE LA BRANCHE;---;CHAPITRE II Commissions paritaires;19-2-5-1;Article 19-2-5-1 Organisation des réunions de la CPPNI dans ses missions d'intérêt général et de négociation;;Article 19-2-5-1 Organisation des réunions de la CPPNI dans ses missions d'intérêt général et de négociation;missions, CPPNI
42;SOCLE COMMUN;PARTIE III DIALOGUE SOCIAL ET RELATIONSCOLLECTIVES DU TRAVAIL AU NIVEAU DE LA BRANCHE;---;CHAPITRE II Commissions paritaires;19-2-5-1-1;"Article 19-2-5-1-1 Périodicité des réunions
En application des dispositions légales, la CPPNI se réunit au moins trois (3) fois par an en vue des négociations de branche prévues par le code du travail.
La CPPNI fixe en début d'année, l'agenda social et les thèmes de négociation abordés.
Tout membre de la CPPNI peut formuler une demande relative à l'ajout d'un thème de négociation non prévu à l'agenda social de la CPPNI. Cette demande est adressée au secrétariat de la CPPNI. Elle est alors portée à l'ordre du jour d'une prochaine commission dans la limite de trois (3) mois à compter de cette demande.";;Article 19-2-5-1-1 Périodicité des réunions;Période, réunion ,CPPNI
43;SOCLE COMMUN;PARTIE III DIALOGUE SOCIAL ET RELATIONSCOLLECTIVES DU TRAVAIL AU NIVEAU DE LA BRANCHE;---;CHAPITRE II Commissions paritaires;19-2-5-1-2;"Article 19-2-5-1-2 Périodicité des négociations
Dans le respect des dispositions légales prévues à cet effet et par accord de branche, les membres de la CPPNI se réservent le droit de déterminer des périodicités spécifiques de négociation.";;Article 19-2-5-1-2 Périodicité des négociations;Période, négociation, CPPNI
44;SOCLE COMMUN;PARTIE III DIALOGUE SOCIAL ET RELATIONSCOLLECTIVES DU TRAVAIL AU NIVEAU DE LA BRANCHE;---;CHAPITRE II Commissions paritaires;19-2-5-2;"Article 19-2-5-2 Organisation des réunions de la CPPNI dans sa mission d'interprétation
La CPPNI se réunit en vue de rendre un avis sur l'interprétation de la convention collective ou d'un accord collectif de branche, dès lors qu'elle est saisie à la demande :
d'une juridiction ;
ou d'un membre de la CPPNI.
La demande de saisine de la CPPNI dans sa mission d'interprétation est formulée par écrit et adressée par courrier au secrétariat de la CPPNI par lettre recommandée avec accusé réception. Elle doit exposer clairement les dispositions sujettes à interprétation. Cette demande est portée à l'ordre du jour de la CPPNI suivante.";Les représentants qui participent aux réunions nationales ont droit au remboursement de leurs frais de vie. Cela inclut le transport, les repas et parfois l'hôtel. L'argent vient d'un fonds spécial géré par l'APNI. Il faut envoyer les tickets et les factures pour être remboursé. Le but est que participer aux réunions ne coûte rien au salarié.;Article 19-2-5-2 Organisation des réunions de la CPPNI dans sa mission d'interprétation;CPPNI, interprétation, CCN
45;SOCLE COMMUN;PARTIE III DIALOGUE SOCIAL ET RELATIONSCOLLECTIVES DU TRAVAIL AU NIVEAU DE LA BRANCHE;---;CHAPITRE II Commissions paritaires;19-2-5-3;"Article 19-2-5-3 Convocation, ordre du jour, et procès-verbal
Dans le cadre des réunions de la CPPNI dans ses missions d'intérêt général et de négociation, les représentants sont convoqués à l'initiative de la présidence paritaire ou sur demande écrite adressée au secrétariat conformément à l'article 19-2-5-1-1 du présent socle commun, quel qu'en soit le support, d'un membre d'un collège.
Dans le cadre des réunions de la CPPNI dans sa mission d'interprétation, les représentants sont convoqués sur demande écrite adressée au secrétariat de la CPPNI dans les conditions prévues à l'article 19-2-5-2 de la présente convention collective.
L'ordre du jour est arrêté par la présidence paritaire en concertation avec chaque collège.
Pour chaque réunion, le secrétariat adresse aux représentants de la CPPNI au plus tard quinze (15) jours calendaires avant la réunion, la convocation accompagnée de l'ordre du jour, des documents nécessaires à sa tenue et aux délibérations, ainsi que le projet de procès-verbal.
Les organisations syndicales disposent d'un délai courant jusqu'à sept (7) jours calendaires avant la tenue de la réunion pour adresser leurs éventuelles remarques sur le projet de procès-verbal.
Au plus tard trois (3) jours calendaires avant la tenue de la réunion, le secrétariat adresse le nouveau projet de procès-verbal.";Pour les réunions nationales (CPPNI), les règles de remboursement sont identiques. Les représentants des salariés et des employeurs ont droit au paiement de leurs déplacements et de leurs repas. Si un représentant doit s'absenter de son travail pour venir à la réunion, son salaire est maintenu et l'employeur est remboursé par le fonds du dialogue social.;Article 19-2-5-3 Convocation, ordre du jour, et procès-verbal;CPPNI, convocation
46;SOCLE COMMUN;PARTIE III DIALOGUE SOCIAL ET RELATIONSCOLLECTIVES DU TRAVAIL AU NIVEAU DE LA BRANCHE;---;CHAPITRE II Commissions paritaires;19-2-6;Article 19-2-6 Régime des travaux de la CPPNI;;Article 19-2-6 Régime des travaux de la CPPNI;régime, CPPNI
47;SOCLE COMMUN;PARTIE III DIALOGUE SOCIAL ET RELATIONSCOLLECTIVES DU TRAVAIL AU NIVEAU DE LA BRANCHE;---;CHAPITRE II Commissions paritaires;19-2-6-1;"Article 19-2-6-1 Conclusion des accords collectifs
Les règles relatives à la conclusion des accords collectifs sont définies par les dispositions légales.";;Article 19-2-6-1 Conclusion des accords collectifs;Accord, collectif, CPPNI, CCN
48;SOCLE COMMUN;PARTIE III DIALOGUE SOCIAL ET RELATIONSCOLLECTIVES DU TRAVAIL AU NIVEAU DE LA BRANCHE;---;CHAPITRE II Commissions paritaires;19-2-6-2;"Article 19-2-6-2 Avis de la CPPNI dans le cadre de sa mission d'interprétation
L'avis de la CPPNI est rendu par collège.
La position de chaque collège résulte de la majorité en son sein appréciée selon le poids de la représentativité de chaque organisation au sein de la branche du secteur des particuliers employeurs et de l'emploi à domicile.
L'avis peut être soit unanime, soit divergent entre les deux collèges.
L'avis est unanime dès lors que les deux (2) collèges ont pu s'entendre sur une position commune. S'il est unanime, l'avis de la CPPNI est opposable et annexé à la présente convention collective. Il pourra également prendre la forme d'un avenant ou d'un accord à la convention collective conformément aux dispositions légales en vigueur.
En cas d'avis divergent, celui-ci retrace la position de chacun des deux (2) collèges et est annexé à la présente convention collective.";;Article 19-2-6-2 Avis de la CPPNI dans le cadre de sa mission d'interprétation;CPPNI, avis
